HUC12,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel,Place
20600050506,425825,BAY685,SWM,CMON,MDDNR,MDDNR,XFG6431,11/15/2016,11:30:00,2.7,,,2.4,BS,D,S1,TDN,,0.45,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,425851,BAY683,SWM,CMON,MDDNR,MDDNR,XFG6431,10/25/2016,8:30:00,3,,,2.7,BS,D,S1,TDN,,0.59,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,427164,BAY680,SWM,CMON,MDDNR,MDDNR,XFG6431,9/6/2016,9:15:00,3.7,,,3.4,BS,D,S1,TDN,,0.55,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,427165,BAY681,SWM,CMON,MDDNR,MDDNR,XFG6431,9/28/2016,9:30:00,4.3,,,4,BS,D,S1,TDN,,0.77,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447468,BAY692,SWM,CMON,MDDNR,MDDNR,XFG6431,3/8/2017,11:30:00,3.5,,,3.2,BS,D,S1,TDN,,0.37,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447491,BAY694,SWM,CMON,MDDNR,MDDNR,XFG6431,4/4/2017,8:45:00,4.3,,,4,BS,D,S1,TDN,,0.33,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447492,BAY695,SWM,CMON,MDDNR,MDDNR,XFG6431,4/27/2017,9:15:00,3.7,,,3.4,BS,D,S1,TDN,,0.46,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447541,BAY698,SWM,CMON,MDDNR,MDDNR,XFG6431,6/1/2017,8:45:00,4.2,,,3.9,BS,D,S1,TDN,,0.49,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447542,BAY699,SWM,CMON,MDDNR,MDDNR,XFG6431,6/22/2017,9:15:00,3.6,,,3.3,BS,D,S1,TDN,,0.48,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447595,BAY703,SWM,CMON,MDDNR,MDDNR,XFG6431,8/17/2017,10:15:00,4.7,,,4.4,BS,D,S1,TDN,,0.5,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447596,BAY703,SWM,CMON,MDDNR,MDDNR,XFG6431,8/30/2017,8:45:00,3.5,,,3.2,BS,D,S1,TDN,,0.54,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447653,BAY700,SWM,CMON,MDDNR,MDDNR,XFG6431,7/13/2017,9:15:00,3.9,,,3.6,BS,D,S1,TDN,,0.64,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447654,BAY701,SWM,CMON,MDDNR,MDDNR,XFG6431,7/27/2017,8:15:00,4.6,,,4.3,BS,D,S1,TDN,,0.67,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447685,BAY711,SWM,CMON,MDDNR,MDDNR,XFG2810,12/19/2017,12:00:00,3,,,2.7,BS,D,S1,TDN,,0.47,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,447687,BAY711,SWM,CMON,MDDNR,MDDNR,XFG6431,12/19/2017,13:30:00,3.2,,,2.9,BS,D,S1,TDN,,0.4,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447701,BAY708,SWM,CMON,MDDNR,MDDNR,XFG2810,11/14/2017,12:00:00,3.3,,,3,BS,D,S1,TDN,,0.36,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,447703,BAY708,SWM,CMON,MDDNR,MDDNR,XFG6431,11/14/2017,11:00:00,3.4,,,3.1,BS,D,S1,TDN,,0.49,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447746,BAY706,SWM,CMON,MDDNR,MDDNR,XFG6431,10/11/2017,9:00:00,3.8,,,3.5,BS,D,S1,TDN,,0.55,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447747,BAY707,SWM,CMON,MDDNR,MDDNR,XFG6431,10/31/2017,8:00:00,3.2,,,2.9,BS,D,S1,TDN,,0.57,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447799,BAY704,SWM,CMON,MDDNR,MDDNR,XFG6431,9/12/2017,9:30:00,3.7,,,3.4,BS,D,S1,TDN,,0.41,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447800,BAY705,SWM,CMON,MDDNR,MDDNR,XFG6431,9/27/2017,8:45:00,3.6,,,3.3,BS,D,S1,TDN,,0.48,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,447848,BAY697,SWM,CMON,MDDNR,MDDNR,XFG6431,5/18/2017,10:00:00,3.6,,,3.3,BS,D,S1,TDN,,0.4,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,448902,BAY717,SWM,CMON,MDDNR,MDDNR,XFG2810,3/29/2018,9:45:00,3.6,,,3.3,BS,D,S1,TDN,,0.5,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,448904,BAY717,SWM,CMON,MDDNR,MDDNR,XFG6431,3/29/2018,10:30:00,3.5,,,3.2,BS,D,S1,TDN,,0.34,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,448932,BAY719,SWM,CMON,MDDNR,MDDNR,XFG2810,4/24/2018,8:45:00,3.6,,,3.3,BS,D,S1,TDN,,0.44,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,448934,BAY719,SWM,CMON,MDDNR,MDDNR,XFG6431,4/24/2018,9:45:00,4,,,3.7,BS,D,S1,TDN,,0.41,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,448973,BAY720,SWM,CMON,MDDNR,MDDNR,XFG2810,5/7/2018,9:45:00,3.4,,,3.1,BS,D,S1,TDN,,0.54,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,448974,BAY721,SWM,CMON,MDDNR,MDDNR,XFG2810,5/23/2018,8:00:00,3.5,,,3.2,BS,D,S1,TDN,,0.74,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,448977,BAY720,SWM,CMON,MDDNR,MDDNR,XFG6431,5/7/2018,8:45:00,3.7,,,3.4,BS,D,S1,TDN,,,MG/L,L01 ,CBL,RR,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,448978,BAY721,SWM,CMON,MDDNR,MDDNR,XFG6431,5/23/2018,8:45:00,3.7,,,3.4,BS,D,S1,TDN,,0.64,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,450809,BAY728,SWM,CMON,MDDNR,MDDNR,XFG2810,9/4/2018,8:30:00,3.7,,,3.4,BS,D,S1,TDN,,0.65,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,450810,BAY729,SWM,CMON,MDDNR,MDDNR,XFG2810,9/27/2018,10:00:00,3.5,,,3.2,BS,D,S1,TDN,,0.63,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,450813,BAY728,SWM,CMON,MDDNR,MDDNR,XFG6431,9/4/2018,9:15:00,3.4,,,3.1,BS,D,S1,TDN,,0.69,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,450814,BAY729,SWM,CMON,MDDNR,MDDNR,XFG6431,9/27/2018,8:45:00,3.1,,,2.8,BS,D,S1,TDN,,0.68,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,450861,BAY726,SWM,CMON,MDDNR,MDDNR,XFG2810,8/9/2018,8:45:00,3.2,,,2.9,BS,D,S1,TDN,,0.52,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,450862,BAY727,SWM,CMON,MDDNR,MDDNR,XFG2810,8/22/2018,7:45:00,3.5,,,3.2,BS,D,S1,TDN,,0.65,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,450865,BAY726,SWM,CMON,MDDNR,MDDNR,XFG6431,8/9/2018,7:45:00,3.1,,,2.8,BS,D,S1,TDN,,0.64,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,450866,BAY727,SWM,CMON,MDDNR,MDDNR,XFG6431,8/22/2018,9:00:00,3.4,,,3.1,BS,D,S1,TDN,,0.56,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,451280,BAY730,SWM,CMON,MDDNR,MDDNR,XFG2810,10/9/2018,10:30:00,3.4,,,3.1,BS,D,S1,TDN,,0.9,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,451281,BAY731,SWM,CMON,MDDNR,MDDNR,XFG2810,10/30/2018,8:15:00,3.6,,,3.3,BS,D,S1,TDN,,0.82,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,451284,BAY730,SWM,CMON,MDDNR,MDDNR,XFG6431,10/9/2018,11:15:00,3.2,,,2.9,BS,D,S1,TDN,,0.53,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,451285,BAY731,SWM,CMON,MDDNR,MDDNR,XFG6431,10/30/2018,9:00:00,3.4,,,3.1,BS,D,S1,TDN,,0.61,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,451317,BAY733,SWM,CMON,MDDNR,MDDNR,XFG2810,11/26/2018,9:45:00,3.3,,,3,BS,D,S1,TDN,,0.71,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,451319,BAY733,SWM,CMON,MDDNR,MDDNR,XFG6431,11/26/2018,10:45:00,3.5,,,3.2,BS,D,S1,TDN,,0.5,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,451354,BAY724,SWM,CMON,MDDNR,MDDNR,XFG2810,7/3/2018,7:45:00,3.8,,,3.5,BS,D,S1,TDN,,0.61,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,451355,BAY725,SWM,CMON,MDDNR,MDDNR,XFG2810,7/23/2018,6:45:00,3.7,,,3.4,BS,D,S1,TDN,,0.49,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,451358,BAY724,SWM,CMON,MDDNR,MDDNR,XFG6431,7/3/2018,8:00:00,3.7,,,3.4,BS,D,S1,TDN,,0.48,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,451359,BAY725,SWM,CMON,MDDNR,MDDNR,XFG6431,7/16/2018,8:45:00,3.6,,,3.3,BS,D,S1,TDN,,0.5,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,451397,BAY722,SWM,CMON,MDDNR,MDDNR,XFG2810,6/5/2018,8:15:00,3.9,,,3.6,BS,D,S1,TDN,,0.69,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,451398,BAY723,SWM,CMON,MDDNR,MDDNR,XFG2810,6/19/2018,7:45:00,3.5,,,3.2,BS,D,S1,TDN,,0.52,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,451400,BAY722,SWM,CMON,MDDNR,MDDNR,XFG6431,6/5/2018,8:45:00,3.6,,,3.3,BS,D,S1,TDN,,0.54,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,451401,BAY723,SWM,CMON,MDDNR,MDDNR,XFG6431,6/19/2018,8:15:00,3.5,,,3.2,BS,D,S1,TDN,,0.6,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,454394,BAY736,SWM,CMON,MDDNR,MDDNR,XFG2810,1/8/2019,9:30:00,3.3,,,3,BS,D,S1,TDN,,0.89,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,454396,BAY736,SWM,CMON,MDDNR,MDDNR,XFG6431,1/8/2019,11:00:00,3.3,,,3,BS,D,S1,TDN,,0.52,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,456386,BAY740,SWM,CMON,MDDNR,MDDNR,XFG2810,3/5/2019,11:45:00,3.3,,,3,BS,D,S1,TDN,,1,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,456388,BAY740,SWM,CMON,MDDNR,MDDNR,XFG6431,3/5/2019,12:15:00,3.2,,,2.9,BS,D,S1,TDN,,0.92,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,456419,BAY742,SWM,CMON,MDDNR,MDDNR,XFG2810,4/2/2019,10:00:00,3.1,,,2.8,BS,D,S1,TDN,,1.17,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,456420,BAY743,SWM,CMON,MDDNR,MDDNR,XFG2810,4/18/2019,9:00:00,3.2,,,2.9,BS,D,S1,TDN,,0.93,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,456423,BAY742,SWM,CMON,MDDNR,MDDNR,XFG6431,4/2/2019,11:00:00,2.8,,,2.5,BS,D,S1,TDN,,0.69,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,456424,BAY743,SWM,CMON,MDDNR,MDDNR,XFG6431,4/18/2019,10:15:00,3,,,2.7,BS,D,S1,TDN,,0.4,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,456464,BAY744,SWM,CMON,MDDNR,MDDNR,XFG2810,5/9/2019,7:45:00,4.3,,,4,BS,D,S1,TDN,,0.63,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,456465,BAY745,SWM,CMON,MDDNR,MDDNR,XFG2810,5/28/2019,8:30:00,4.1,,,3.8,BS,D,S1,TDN,,0.82,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,456468,BAY744,SWM,CMON,MDDNR,MDDNR,XFG6431,5/9/2019,8:15:00,3,,,2.7,BS,D,S1,TDN,,0.55,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,456469,BAY745,SWM,CMON,MDDNR,MDDNR,XFG6431,5/28/2019,9:30:00,3.7,,,3.4,BS,D,S1,TDN,,0.52,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,457028,BAY748,SWM,CMON,MDDNR,MDDNR,XFG2810,7/11/2019,8:30:00,3.9,,,3.6,BS,D,S1,TDN,,0.47,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,457029,BAY749,SWM,CMON,MDDNR,MDDNR,XFG2810,7/25/2019,9:45:00,3.7,,,3.4,BS,D,S1,TDN,,0.5,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,457032,BAY748,SWM,CMON,MDDNR,MDDNR,XFG6431,7/11/2019,9:15:00,4.3,,,4,BS,D,S1,TDN,,0.47,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,457033,BAY749,SWM,CMON,MDDNR,MDDNR,XFG6431,7/25/2019,10:15:00,4.1,,,3.8,BS,D,S1,TDN,,0.96,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,457355,BAY746,SWM,CMON,MDDNR,MDDNR,XFG2810,6/12/2019,9:00:00,3.6,,,3.3,BS,D,S1,TDN,,0.87,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,457356,BAY747,SWM,CMON,MDDNR,MDDNR,XFG2810,6/25/2019,8:30:00,3.5,,,3.2,BS,D,S1,TDN,,0.5,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,457359,BAY746,SWM,CMON,MDDNR,MDDNR,XFG6431,6/12/2019,9:30:00,3.5,,,3.2,BS,D,S1,TDN,,0.35,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,457360,BAY747,SWM,CMON,MDDNR,MDDNR,XFG6431,6/25/2019,9:00:00,3.6,,,3.3,BS,D,S1,TDN,,0.45,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,457969,BAY752,SWM,CMON,MDDNR,MDDNR,XFG2810,9/11/2019,8:15:00,3.5,,,3.2,BS,D,S1,TDN,,0.69,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,457970,BAY753,SWM,CMON,MDDNR,MDDNR,XFG2810,9/25/2019,7:30:00,3.4,,,3.1,BS,D,S1,TDN,,0.52,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,457973,BAY752,SWM,CMON,MDDNR,MDDNR,XFG6431,9/11/2019,8:45:00,4,,,3.7,BS,D,S1,TDN,,0.46,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,457974,BAY753,SWM,CMON,MDDNR,MDDNR,XFG6431,9/25/2019,8:30:00,3.7,,,3.4,BS,D,S1,TDN,,0.68,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,458014,BAY750,SWM,CMON,MDDNR,MDDNR,XFG2810,8/8/2019,8:15:00,3.6,,,3.3,BS,D,S1,TDN,,0.52,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,458015,BAY751,SWM,CMON,MDDNR,MDDNR,XFG2810,8/22/2019,8:00:00,3.6,,,3.3,BS,D,S1,TDN,,0.48,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,458018,BAY750,SWM,CMON,MDDNR,MDDNR,XFG6431,8/8/2019,8:45:00,4,,,3.7,BS,D,S1,TDN,,0.53,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,458019,BAY751,SWM,CMON,MDDNR,MDDNR,XFG6431,8/22/2019,9:00:00,3.8,,,3.5,BS,D,S1,TDN,,0.55,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,460502,BAY754,SWM,CMON,MDDNR,MDDNR,XFG2810,10/10/2019,7:45:00,3.7,,,3.4,BS,D,S1,TDN,,0.48,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,460503,BAY755,SWM,CMON,MDDNR,MDDNR,XFG2810,10/29/2019,8:00:00,3.6,,,3.3,BS,D,S1,TDN,,0.55,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,460506,BAY754,SWM,CMON,MDDNR,MDDNR,XFG6431,10/10/2019,9:00:00,4,,,3.7,BS,D,S1,TDN,,0.54,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,460507,BAY755,SWM,CMON,MDDNR,MDDNR,XFG6431,10/29/2019,8:45:00,3.7,,,3.4,BS,D,S1,TDN,,0.48,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,460990,BAY757,SWM,CMON,MDDNR,MDDNR,XFG2810,11/21/2019,10:45:00,3.6,,,3.3,BS,D,S1,TDN,,0.37,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,460992,BAY757,SWM,CMON,MDDNR,MDDNR,XFG6431,11/21/2019,9:30:00,3.9,,,3.6,BS,D,S1,TDN,,0.39,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
20600050506,461008,BAY759,SWM,CMON,MDDNR,MDDNR,XFG2810,12/20/2019,8:45:00,3.3,,,3,BS,D,S1,TDN,,0.34,MG/L,L01 ,CBL,,,,,38.71252,-76.3168,T3,Harris Creek-Coptank River
20600050506,461010,BAY759,SWM,CMON,MDDNR,MDDNR,XFG6431,12/20/2019,8:30:00,3.7,,,3.4,BS,D,S1,TDN,,0.39,MG/L,L01 ,CBL,,,,,38.77315,-76.2823,T3,Harris Creek-Coptank River
